Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2020-10-29 3:22:1,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 3:27:3,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 3:32:4,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 3:37:5,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 3:42:5,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 3:47:6,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 3:52:6,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 3:57:7,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 4:2:8,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 4:7:8,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 4:12:9,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 4:17:10,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 4:22:10,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 4:27:11,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 4:32:11,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 4:37:12,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 4:42:12,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 4:47:13,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 4:52:13,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 4:57:14,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 5:2:14,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 5:7:15,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 5:12:16,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 5:17:17,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 5:22:18,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 5:27:19,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 5:32:19,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 5:37:20,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 5:42:20,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 5:47:20,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 5:52:21,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 5:57:22,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 6:2:23,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 6:7:23,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 6:12:24,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 6:17:24,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 6:22:25,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 6:27:25,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 6:32:26,0,0,0,0,0,1427.6,2320,0,PV power off,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 6:37:26,0,89.3,0.1,0,0,1427.6,2320,0,Wait,0,0,0,0,0,232.2,49.98,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 6:42:27,24,303.5,0.4,0,0,1427.6,2320,0,Normal,0,0,0,0,0.7,232.6,49.98,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 6:47:27,24.5,249.3,0.5,0,0,1427.6,2320,0,Normal,0,16,0,0,0.7,232,50,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 6:52:28,24.8,247.3,0.7,0.1,0,1427.6,2320,3,Normal,0,27,0,0,0.7,233.3,50.01,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 6:57:29,25,246.2,0.5,0.1,0,1427.6,2320,10,Normal,0,38,0,0,0.7,232.4,49.98,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 7:2:30,25.2,248.3,0.7,0.1,0,1427.6,2320,19,Normal,0,47,0,0,0.7,230.4,49.98,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 7:7:30,25.3,244.6,0.4,0.2,0,1427.6,2321,26,Normal,0,56,0,0,0.8,232.2,50,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 7:12:31,25.5,247.3,0.7,0.2,0,1427.6,2321,35,Normal,0,67,0,0,0.8,231.1,49.98,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 7:17:33,25.6,284,0.5,0.2,0,1427.6,2321,49,Normal,0,81,0,0,0.8,228.4,50,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 7:22:34,25.8,284.9,0.7,0.3,0,1427.6,2321,60,Normal,0.01,93,0,0,0.8,230.2,50.01,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 7:27:34,25.9,282.4,0.4,0.3,0,1427.6,2321,69,Normal,0.01,102,0,0,0.8,230,50,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 7:32:35,26.1,287.3,0.5,0.3,0,1427.6,2321,80,Normal,0.02,114,0,0,0.8,228.6,49.97,0,0,0,0,0,0,1423.317,42.828,382.597,571.04
2020-10-29 7:37:36,26.2,284.6,0.5,0.4,0,1427.7,2321,90,Normal,0.03,125,0,0,0.8,227.5,50,0,0,0,0,0,0,1423.417,42.831,382.624,571.08
2020-10-29 7:42:37,26.3,287.4,0.5,0.4,0,1427.7,2321,100,Normal,0.04,134,0,0,0.8,230.6,50,0,0,0,0,0,0,1423.417,42.831,382.624,571.08
2020-10-29 7:47:37,26.5,285.5,0.5,0.5,0,1427.7,2321,129,Normal,0.05,165,0,0,0.9,228.2,49.97,0,0,0,0,0,0,1423.417,42.831,382.624,571.08
2020-10-29 7:52:38,26.6,287.6,0.5,0.6,0,1427.7,2321,157,Normal,0.06,193,0,0,1,229.1,49.97,0,0,0,0,0,0,1423.417,42.831,382.624,571.08
2020-10-29 7:57:39,26.8,286.4,0.5,0.7,0,1427.7,2321,170,Normal,0.07,206,0,0,1,229.5,50.02,0,0,0,0,0,0,1423.417,42.831,382.624,571.08
2020-10-29 8:2:40,26.9,286.8,0.4,0.6,0,1427.7,2321,157,Normal,0.09,191,0,0,1,229.7,49.98,0,0,0,0,0,0,1423.417,42.831,382.624,571.08
2020-10-29 8:7:40,26.9,289.5,0.5,0.7,0,1427.7,2322,189,Normal,0.1,223,0,0,1.1,228.8,49.97,0,0,0,0,0,0,1423.417,42.831,382.624,571.08
2020-10-29 8:12:41,27.1,289.2,0.5,0.8,0,1427.7,2322,204,Normal,0.11,237,0,0,1.2,227.3,49.99,0,0,0,0,0,0,1423.417,42.831,382.624,571.08
2020-10-29 8:17:41,27.2,295.1,0.4,0.7,0,1427.8,2322,193,Normal,0.13,225,0,0,1.1,232,49.98,0,0,0,0,0,0,1423.517,42.834,382.65,571.12
2020-10-29 8:22:42,27.3,291.6,0.5,0.7,0,1427.8,2322,186,Normal,0.14,218,0,0,1.1,231.1,49.98,0,0,0,0,0,0,1423.517,42.834,382.65,571.12
2020-10-29 8:27:43,27.3,285.1,0.5,0.5,0,1427.8,2322,122,Normal,0.16,158,0,0,0.9,227.5,49.98,0,0,0,0,0,0,1423.517,42.834,382.65,571.12
2020-10-29 8:32:43,27.4,283.9,0.5,0.5,0,1427.8,2322,117,Normal,0.17,153,0,0,0.9,229.5,49.96,0,0,0,0,0,0,1423.517,42.834,382.65,571.12
2020-10-29 8:37:44,27.4,286,0.5,0.3,0,1427.8,2322,67,Normal,0.17,100,0,0,0.8,228.6,49.99,0,0,0,0,0,0,1423.517,42.834,382.65,571.12
2020-10-29 8:42:44,27.4,274.3,0.4,0.3,0,1427.8,2322,70,Normal,0.18,105,0,0,0.8,228.8,50,0,0,0,0,0,0,1423.517,42.834,382.65,571.12
2020-10-29 8:47:45,27.4,275.5,0.4,0.4,0,1427.8,2322,78,Normal,0.19,112,0,0,0.8,228.6,50.01,0,0,0,0,0,0,1423.517,42.834,382.65,571.12
2020-10-29 8:52:46,27.4,287.6,0.5,0.4,0,1427.8,2322,94,Normal,0.19,129,0,0,0.8,230.4,49.97,0,0,0,0,0,0,1423.517,42.834,382.65,571.12
2020-10-29 8:57:46,27.5,286.4,0.5,0.4,0,1427.8,2322,92,Normal,0.2,128,0,0,0.8,230.4,49.99,0,0,0,0,0,0,1423.517,42.834,382.65,571.12
2020-10-29 9:2:47,27.5,281.4,0.4,0.4,0,1427.8,2322,99,Normal,0.21,134,0,0,0.8,230.6,50,0,0,0,0,0,0,1423.517,42.834,382.65,571.12
2020-10-29 9:7:48,27.5,284.2,0.5,0.4,0,1427.8,2323,97,Normal,0.22,132,0,0,0.8,232.2,50,0,0,0,0,0,0,1423.517,42.834,382.65,571.12
2020-10-29 9:12:48,27.6,286.8,0.4,0.4,0,1427.9,2323,100,Normal,0.23,135,0,0,0.8,230,49.97,0,0,0,0,0,0,1423.616,42.837,382.677,571.16
2020-10-29 9:17:49,27.6,287.7,0.5,0.4,0,1427.9,2323,98,Normal,0.23,133,0,0,0.8,231.1,49.99,0,0,0,0,0,0,1423.616,42.837,382.677,571.16
2020-10-29 9:22:49,27.7,279.2,0.5,0.5,0,1427.9,2323,124,Normal,0.24,161,0,0,0.9,231.3,49.99,0,0,0,0,0,0,1423.616,42.837,382.677,571.16
2020-10-29 9:27:50,27.7,285.2,0.5,0.5,0,1427.9,2323,127,Normal,0.25,163,0,0,0.9,231.1,50,0,0,0,0,0,0,1423.616,42.837,382.677,571.16
2020-10-29 9:32:51,27.7,282.6,0.4,0.6,0,1427.9,2323,148,Normal,0.27,185,0,0,1,232.6,49.99,0,0,0,0,0,0,1423.616,42.837,382.677,571.16
2020-10-29 9:37:51,27.8,286.8,0.5,0.6,0,1427.9,2323,145,Normal,0.28,180,0,0,1,231.3,49.99,0,0,0,0,0,0,1423.616,42.837,382.677,571.16
2020-10-29 9:42:52,27.8,284.5,0.4,0.7,0,1427.9,2323,166,Normal,0.29,202,0,0,1,232,49.99,0,0,0,0,0,0,1423.616,42.837,382.677,571.16
2020-10-29 9:47:54,27.9,285.7,0.5,0.7,0,1427.9,2323,176,Normal,0.31,212,0,0,1.1,230.2,49.99,0,0,0,0,0,0,1423.616,42.837,382.677,571.16
2020-10-29 9:52:55,28,286.3,0.5,0.7,0,1427.9,2323,177,Normal,0.32,212,0,0,1.1,232.8,50.01,0,0,0,0,0,0,1423.616,42.837,382.677,571.16
2020-10-29 9:57:55,28,286.1,0.5,0.8,0,1428,2323,196,Normal,0.34,232,0,0,1.1,231.1,49.99,0,0,0,0,0,0,1423.716,42.84,382.704,571.2
2020-10-29 10:2:56,28.1,287.6,0.5,0.8,0,1428,2323,210,Normal,0.36,246,0,0,1.2,233.5,50,0,0,0,0,0,0,1423.716,42.84,382.704,571.2
2020-10-29 10:7:57,28.1,288.8,0.4,0.9,0,1428,2324,248,Normal,0.37,283,0,0,1.3,234.9,49.99,0,0,0,0,0,0,1423.716,42.84,382.704,571.2
2020-10-29 10:12:57,28.3,283.6,0.4,1.5,0,1428,2324,389,Normal,0.4,426,0,0,1.8,232.8,49.99,0,0,0,0,0,0,1423.716,42.84,382.704,571.2
2020-10-29 10:17:57,28.7,327.5,0.5,2.8,0,1428.1,2324,894,Normal,0.45,928,0,0,3.9,232.2,49.98,0,0,0,0,0,0,1423.816,42.843,382.731,571.24
2020-10-29 10:22:58,29.5,295.6,0.4,3.8,0,1428.2,2324,1116,Normal,0.54,1154,0,0,4.8,234.4,49.98,0,0,0,0,0,0,1423.915,42.846,382.758,571.28
2020-10-29 10:27:59,29.9,284.6,0.4,3.9,0,1428.3,2324,1083,Normal,0.63,1121,0,0,4.7,233.7,49.99,0,0,0,0,0,0,1424.015,42.849,382.784,571.32
2020-10-29 10:32:59,30.4,292.6,0.4,4,0,1428.4,2324,1144,Normal,0.73,1181,0,0,4.9,234.2,49.99,0,0,0,0,0,0,1424.115,42.852,382.811,571.36
2020-10-29 10:38:1,30.8,285.4,0.4,4.2,0,1428.5,2324,1183,Normal,0.83,1225,0,0,5.1,234.2,49.99,0,0,0,0,0,0,1424.215,42.855,382.838,571.4
2020-10-29 10:43:2,31.2,289.8,0.4,4.4,0,1428.6,2324,1237,Normal,0.93,1278,0,0,5.3,234.2,49.98,0,0,0,0,0,0,1424.314,42.858,382.865,571.44
2020-10-29 10:48:3,31.6,291.7,0.5,4.4,0,1428.7,2324,1260,Normal,1.03,1301,0,0,5.4,234.9,49.97,0,0,0,0,0,0,1424.414,42.861,382.892,571.48
2020-10-29 10:53:3,31.9,289.2,0.4,4.5,0,1428.8,2324,1281,Normal,1.14,1323,0,0,5.5,234,49.98,0,0,0,0,0,0,1424.514,42.864,382.918,571.52
2020-10-29 10:58:4,32.2,289.8,0.4,4.4,0,1428.9,2324,1264,Normal,1.24,1305,0,0,5.4,234.6,50,0,0,0,0,0,0,1424.613,42.867,382.945,571.56
2020-10-29 11:3:5,32.5,291.6,0.4,4.6,0,1429,2324,1321,Normal,1.35,1364,0,0,5.6,236.2,49.97,0,0,0,0,0,0,1424.713,42.87,382.972,571.6
2020-10-29 11:8:7,32.7,281.4,0.4,4.6,0,1429.1,2325,1270,Normal,1.46,1313,0,0,5.5,235.1,49.98,0,0,0,0,0,0,1424.813,42.873,382.999,571.64
2020-10-29 11:13:8,32.8,283.6,0.4,3.8,0,1429.2,2325,1053,Normal,1.56,1091,0,0,4.5,236.2,49.98,0,0,0,0,0,0,1424.912,42.876,383.026,571.68
2020-10-29 11:18:9,32.7,265.4,0.2,3.6,0,1429.3,2325,917,Normal,1.64,960,0,0,3.9,235.5,50.01,0,0,0,0,0,0,1425.012,42.879,383.052,571.72
2020-10-29 11:23:10,32.7,304.3,0.2,3,0,1429.3,2325,908,Normal,1.71,940,0,0,4,233.3,50,0,0,0,0,0,0,1425.012,42.879,383.052,571.72
2020-10-29 11:28:11,32.7,297.9,0.2,3.2,0,1429.4,2325,953,Normal,1.79,985,0,0,4.1,234,49.99,0,0,0,0,0,0,1425.112,42.882,383.079,571.76
2020-10-29 11:33:11,32.7,298.7,0.2,3.2,0,1429.5,2325,938,Normal,1.87,971,0,0,4.1,233.5,49.97,0,0,0,0,0,0,1425.211,42.885,383.106,571.8
2020-10-29 11:38:12,32.7,294.7,0.2,3.3,0,1429.6,2325,950,Normal,1.95,984,0,0,4.2,230.8,49.98,0,0,0,0,0,0,1425.311,42.888,383.133,571.84
2020-10-29 11:43:13,32.6,310.5,0.2,2.5,0,1429.6,2325,775,Normal,2.01,796,0,0,3.4,232.6,49.98,0,0,0,0,0,0,1425.311,42.888,383.133,571.84
2020-10-29 11:48:13,32.6,258.1,0.2,3.5,0,1429.7,2325,885,Normal,2.08,930,0,0,3.9,232.4,49.98,0,0,0,0,0,0,1425.411,42.891,383.16,571.88
2020-10-29 11:53:14,32.4,324.1,0.5,3,0,1429.8,2325,973,Normal,2.13,996,0,0,4.2,234.9,49.98,0,0,0,0,0,0,1425.511,42.894,383.186,571.92
2020-10-29 11:58:14,32.7,286.3,0.4,2.6,0,1429.8,2325,729,Normal,2.21,763,0,0,3.2,232.2,49.99,0,0,0,0,0,0,1425.511,42.894,383.186,571.92
2020-10-29 12:3:15,32.7,303.4,0.2,3.8,0,1429.9,2325,1131,Normal,2.28,1165,0,0,4.9,233.3,49.99,0,0,0,0,0,0,1425.61,42.897,383.213,571.96
2020-10-29 12:8:15,32.6,296.9,0.2,1.5,0,1430,2326,437,Normal,2.35,466,0,0,2,234.9,50,0,0,0,0,0,0,1425.71,42.9,383.24,572
2020-10-29 12:13:16,32.3,295.9,0.2,1.5,0,1430,2326,433,Normal,2.39,462,0,0,2,233.1,49.98,0,0,0,0,0,0,1425.71,42.9,383.24,572
2020-10-29 12:18:16,32,288.3,0.4,1.1,0,1430,2326,302,Normal,2.42,333,0,0,1.5,232.8,49.97,0,0,0,0,0,0,1425.71,42.9,383.24,572
2020-10-29 12:23:17,31.8,296.6,0.2,1.2,0,1430.1,2326,345,Normal,2.45,375,0,0,1.7,234.6,50.01,0,0,0,0,0,0,1425.81,42.903,383.267,572.04
2020-10-29 12:28:17,31.7,291.6,0.4,1.1,0,1430.1,2326,305,Normal,2.47,333,0,0,1.5,232.6,49.98,0,0,0,0,0,0,1425.81,42.903,383.267,572.04
2020-10-29 12:33:18,31.5,287,0.4,0.9,0,1430.1,2326,247,Normal,2.5,278,0,0,1.3,232.2,49.99,0,0,0,0,0,0,1425.81,42.903,383.267,572.04
2020-10-29 12:38:18,31.3,285.2,0.5,0.8,0,1430.1,2326,209,Normal,2.52,241,0,0,1.2,230.6,49.97,0,0,0,0,0,0,1425.81,42.903,383.267,572.04
2020-10-29 12:43:19,31.1,287.1,0.4,0.8,0,1430.2,2326,226,Normal,2.53,256,0,0,1.2,230.2,49.97,0,0,0,0,0,0,1425.909,42.906,383.294,572.08
2020-10-29 12:48:19,31,293.9,0.4,1,0,1430.2,2326,284,Normal,2.55,312,0,0,1.4,230.8,49.99,0,0,0,0,0,0,1425.909,42.906,383.294,572.08
2020-10-29 12:53:20,31,303.2,0.2,1.2,0,1430.2,2326,361,Normal,2.58,387,0,0,1.7,232.4,50.02,0,0,0,0,0,0,1425.909,42.906,383.294,572.08
2020-10-29 12:58:20,30.8,287.4,0.4,1.1,0,1430.2,2326,289,Normal,2.61,320,0,0,1.4,229.5,49.99,0,0,0,0,0,0,1425.909,42.906,383.294,572.08
2020-10-29 13:3:21,30.8,286.1,0.4,1,0,1430.3,2326,267,Normal,2.63,299,0,0,1.4,231.7,49.98,0,0,0,0,0,0,1426.009,42.909,383.32,572.12
2020-10-29 13:8:21,30.6,293.3,0.4,0.9,0,1430.3,2327,243,Normal,2.65,272,0,0,1.3,232.2,49.97,0,0,0,0,0,0,1426.009,42.909,383.32,572.12
2020-10-29 13:13:22,30.5,284.9,0.4,0.7,0,1430.3,2327,182,Normal,2.67,214,0,0,1.1,230.4,50.01,0,0,0,0,0,0,1426.009,42.909,383.32,572.12
2020-10-29 13:18:22,30.3,287.1,0.4,0.6,0,1430.3,2327,144,Normal,2.68,176,0,0,1,232.6,50,0,0,0,0,0,0,1426.009,42.909,383.32,572.12
2020-10-29 13:23:22,30.2,286,0.4,0.6,0,1430.3,2327,156,Normal,2.7,189,0,0,1,229.5,49.98,0,0,0,0,0,0,1426.009,42.909,383.32,572.12
2020-10-29 13:28:23,30.1,286.1,0.5,0.4,0,1430.3,2327,87,Normal,2.71,117,0,0,0.8,231.1,49.99,0,0,0,0,0,0,1426.009,42.909,383.32,572.12
2020-10-29 13:33:23,29.9,280.6,0.4,0.3,0,1430.3,2327,66,Normal,2.71,96,0,0,0.8,230.6,49.99,0,0,0,0,0,0,1426.009,42.909,383.32,572.12
2020-10-29 13:38:25,29.8,264.1,0.2,0.2,0,1430.3,2327,41,Normal,2.72,68,0,0,0.7,229.5,49.97,0,0,0,0,0,0,1426.009,42.909,383.32,572.12
2020-10-29 13:43:26,29.7,279.5,0.4,0.1,0,1430.3,2327,27,Normal,2.72,52,0,0,0.7,104.2,49.99,0,0,0,0,0,0,1426.009,42.909,383.32,572.12
2020-10-29 13:48:26,29.6,257.8,0.4,0.1,0,1430.3,2327,23,Normal,2.72,48,0,0,0.7,231.3,50,0,0,0,0,0,0,1426.009,42.909,383.32,572.12
2020-10-29 13:53:26,29.5,257.8,0.4,0.1,0,1430.3,2327,21,Normal,2.72,46,0,0,0.7,230.4,49.97,0,0,0,0,0,0,1426.009,42.909,383.32,572.12
2020-10-29 13:58:27,29.4,247.6,0.5,0.1,0,1430.4,2327,18,Normal,2.73,45,0,0,0.7,231.7,49.97,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 14:3:27,29.3,270.8,0.4,0.2,0,1430.4,2327,44,Normal,2.73,73,0,0,0.7,232.4,50,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 14:8:28,29.3,257.9,0.2,0.1,0,1430.4,2328,25,Normal,2.73,49,0,0,0.7,232,49.97,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 14:13:29,29.2,248.6,0.4,0.1,0,1430.4,2328,11,Normal,2.73,37,0,0,0.7,231.1,49.98,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 14:18:30,29.2,248.3,0.5,0.2,0,1430.4,2328,29,Normal,2.73,58,0,0,0.7,229.7,49.97,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 14:23:30,29.1,248.8,0.4,0.1,0,1430.4,2328,20,Normal,2.74,47,0,0,0.7,232.8,49.98,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 14:28:31,29.1,247.9,0.4,0.1,0,1430.4,2328,18,Normal,2.74,43,0,0,0.7,233.1,50,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 14:33:32,29,246.8,0.4,0.1,0,1430.4,2328,12,Normal,2.74,37,0,0,0.7,231.5,49.99,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 14:38:32,29,248.6,0.5,0.1,0,1430.4,2328,3,Normal,2.74,27,0,0,0.7,233.7,49.97,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 14:43:33,28.9,240.8,0.2,0,0,1430.4,2328,0,Normal,2.74,19,0,0,0.7,233.3,50,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 14:48:33,28.9,249.8,0.4,0,0,1430.4,2328,0,Normal,2.74,16,0,0,0.7,234,50,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 14:53:34,28.9,243.4,0.4,0,0,1430.4,2328,0,Normal,2.74,13,0,0,0.6,233.7,49.99,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 14:58:35,28.9,243.7,0.4,0,0,1430.4,2328,1,Normal,2.74,10,0,0,0.7,233.7,49.98,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 15:3:35,28.8,208.7,0.4,0,0,1430.4,2328,0,Normal,2.74,7,0,0,0.6,232.2,49.98,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 15:8:36,28.8,207.7,0.4,0,0,1430.4,2329,0,Normal,2.74,5,0,0,0.6,232.8,49.98,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 15:13:36,28.7,194.1,0.4,0,0,1430.4,2329,0,Normal,2.74,3,0,0,0.6,232.8,49.97,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 15:18:37,28.7,207.4,0.4,0,0,1430.4,2329,0,Normal,2.74,0,0,0,0.7,231.5,49.98,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 15:23:37,28.7,261.9,0.4,0,0,1430.4,2329,0,Normal,2.74,0,0,0,0.6,232.8,50,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 15:28:38,28.7,227.8,0.2,0,0,1430.4,2329,0,Normal,2.74,0,0,0,0.6,233.5,49.98,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 15:33:38,0,0,0,0,0,1430.4,2329,0,PV power off,2.74,0,0,0,0,0,0,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 15:38:39,0,0,0,0,0,1430.4,2329,0,PV power off,2.74,0,0,0,0,0,0,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 15:43:39,0,0,0,0,0,1430.4,2329,0,PV power off,2.74,0,0,0,0,0,0,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
2020-10-29 15:48:40,0,0,0,0,0,1430.4,2329,0,PV power off,2.74,0,0,0,0,0,0,0,0,0,0,0,0,1426.109,42.912,383.347,572.16
