Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2020-10-30 9:48:8,28.1,287.3,0.1,0.4,0,1430.5,2332,86,Normal,0.1,120,0,0,0.8,231.1,50,0,0,0,0,0,0,1426.209,42.915,383.374,572.2
2020-10-30 9:53:9,28.1,286.6,0.1,0.4,0,1430.5,2332,93,Normal,0.11,128,0,0,0.8,232.8,49.98,0,0,0,0,0,0,1426.209,42.915,383.374,572.2
2020-10-30 9:58:9,28.2,279.3,0,0.3,0,1430.5,2332,70,Normal,0.12,103,0,0,0.8,230.8,49.99,0,0,0,0,0,0,1426.209,42.915,383.374,572.2
2020-10-30 10:3:9,28.1,274.9,0,0.2,0,1430.5,2332,48,Normal,0.12,81,0,0,0.8,233.5,50.01,0,0,0,0,0,0,1426.209,42.915,383.374,572.2
2020-10-30 10:8:10,28.1,272.1,0,0.2,0,1430.5,2332,45,Normal,0.13,76,0,0,0.7,230.8,50.01,0,0,0,0,0,0,1426.209,42.915,383.374,572.2
2020-10-30 10:13:10,28.1,282.7,0.1,0.2,0,1430.5,2332,50,Normal,0.13,82,0,0,0.7,231.3,49.99,0,0,0,0,0,0,1426.209,42.915,383.374,572.2
2020-10-30 10:18:10,28.1,285.2,0.1,0.3,0,1430.5,2332,72,Normal,0.14,107,0,0,0.8,233.5,50,0,0,0,0,0,0,1426.209,42.915,383.374,572.2
2020-10-30 10:23:10,28.1,285.2,0.1,0.4,0,1430.5,2332,86,Normal,0.14,121,0,0,0.8,231.5,49.97,0,0,0,0,0,0,1426.209,42.915,383.374,572.2
2020-10-30 10:28:11,28.2,287.7,0.1,0.4,0,1430.5,2333,109,Normal,0.15,144,0,0,0.9,231.7,49.98,0,0,0,0,0,0,1426.209,42.915,383.374,572.2
2020-10-30 10:33:11,28.2,283.5,0.1,0.5,0,1430.5,2333,111,Normal,0.16,147,0,0,0.9,233.5,49.99,0,0,0,0,0,0,1426.209,42.915,383.374,572.2
2020-10-30 10:38:12,28.2,286.6,0.1,0.4,0,1430.5,2333,107,Normal,0.17,142,0,0,0.8,231.5,49.98,0,0,0,0,0,0,1426.209,42.915,383.374,572.2
2020-10-30 10:43:13,28.3,284.9,0.1,0.5,0,1430.5,2333,133,Normal,0.18,169,0,0,0.9,233.5,49.98,0,0,0,0,0,0,1426.209,42.915,383.374,572.2
2020-10-30 10:48:13,28.3,284.3,0.1,0.5,0,1430.6,2333,133,Normal,0.19,169,0,0,0.9,231.5,50,0,0,0,0,0,0,1426.308,42.918,383.401,572.24
2020-10-30 10:53:13,28.4,284.9,0.1,0.5,0,1430.6,2333,125,Normal,0.2,162,0,0,0.9,231.3,49.99,0,0,0,0,0,0,1426.308,42.918,383.401,572.24
2020-10-30 10:58:14,28.4,280.2,0.1,0.4,0,1430.6,2333,95,Normal,0.21,131,0,0,0.8,232.8,49.99,0,0,0,0,0,0,1426.308,42.918,383.401,572.24
2020-10-30 11:3:14,28.4,287.1,0.1,0.5,0,1430.6,2333,115,Normal,0.22,151,0,0,0.9,234.6,50.01,0,0,0,0,0,0,1426.308,42.918,383.401,572.24
2020-10-30 11:8:15,28.4,284.3,0.1,0.5,0,1430.6,2333,107,Normal,0.23,143,0,0,0.9,233.3,50.01,0,0,0,0,0,0,1426.308,42.918,383.401,572.24
2020-10-30 11:13:15,28.4,284.8,0.1,0.5,0,1430.6,2333,114,Normal,0.24,151,0,0,0.9,232.8,49.98,0,0,0,0,0,0,1426.308,42.918,383.401,572.24
2020-10-30 11:18:17,28.4,285.1,0.1,0.5,0,1430.6,2333,120,Normal,0.25,158,0,0,0.9,234.6,49.97,0,0,0,0,0,0,1426.308,42.918,383.401,572.24
2020-10-30 11:23:18,28.5,285.4,0.1,0.5,0,1430.6,2333,130,Normal,0.26,167,0,0,0.9,233.3,49.97,0,0,0,0,0,0,1426.308,42.918,383.401,572.24
2020-10-30 11:28:18,28.5,284.9,0.1,0.5,0,1430.6,2334,117,Normal,0.27,153,0,0,0.9,232.6,49.97,0,0,0,0,0,0,1426.308,42.918,383.401,572.24
2020-10-30 11:33:18,28.5,284.3,0.1,0.6,0,1430.6,2334,136,Normal,0.28,172,0,0,1,233.5,50,0,0,0,0,0,0,1426.308,42.918,383.401,572.24
2020-10-30 11:38:19,28.6,286.4,0.1,0.6,0,1430.7,2334,144,Normal,0.29,181,0,0,1,232.8,50,0,0,0,0,0,0,1426.408,42.921,383.428,572.28
2020-10-30 11:43:20,28.6,286.1,0.1,0.6,0,1430.7,2334,149,Normal,0.3,186,0,0,1,234,50,0,0,0,0,0,0,1426.408,42.921,383.428,572.28
2020-10-30 11:48:20,28.7,284.5,0.1,0.6,0,1430.7,2334,140,Normal,0.31,177,0,0,1,234.2,49.96,0,0,0,0,0,0,1426.408,42.921,383.428,572.28
2020-10-30 11:53:21,28.7,284.8,0.1,0.6,0,1430.7,2334,135,Normal,0.33,171,0,0,0.9,232.4,49.99,0,0,0,0,0,0,1426.408,42.921,383.428,572.28
2020-10-30 11:58:21,28.7,283.7,0.1,0.5,0,1430.7,2334,130,Normal,0.34,168,0,0,0.9,234.4,50.01,0,0,0,0,0,0,1426.408,42.921,383.428,572.28
2020-10-30 12:3:22,28.8,287.4,0.1,0.5,0,1430.7,2334,131,Normal,0.35,166,0,0,0.9,232.4,49.98,0,0,0,0,0,0,1426.408,42.921,383.428,572.28
2020-10-30 12:8:23,28.8,278.9,0.1,0.5,0,1430.7,2334,120,Normal,0.36,158,0,0,0.9,232.2,49.99,0,0,0,0,0,0,1426.408,42.921,383.428,572.28
2020-10-30 12:13:23,28.8,284.8,0.1,0.5,0,1430.7,2334,120,Normal,0.37,157,0,0,0.9,232.4,50,0,0,0,0,0,0,1426.408,42.921,383.428,572.28
2020-10-30 12:18:24,28.9,284.9,0.1,0.5,0,1430.7,2334,126,Normal,0.38,162,0,0,0.9,230,49.98,0,0,0,0,0,0,1426.408,42.921,383.428,572.28
2020-10-30 12:23:24,28.9,286.4,0.1,0.6,0,1430.8,2334,139,Normal,0.39,176,0,0,1,234.2,49.98,0,0,0,0,0,0,1426.508,42.924,383.454,572.32
2020-10-30 12:28:25,28.9,286.6,0.1,0.6,0,1430.8,2335,141,Normal,0.4,179,0,0,1,234.2,50.01,0,0,0,0,0,0,1426.508,42.924,383.454,572.32
2020-10-30 12:33:26,28.9,286.3,0.1,0.5,0,1430.8,2335,135,Normal,0.41,171,0,0,1,231.7,49.98,0,0,0,0,0,0,1426.508,42.924,383.454,572.32
2020-10-30 12:38:26,28.9,282.1,0.1,0.5,0,1430.8,2335,123,Normal,0.42,159,0,0,0.9,232,50,0,0,0,0,0,0,1426.508,42.924,383.454,572.32
2020-10-30 12:43:26,28.9,286.8,0.1,0.4,0,1430.8,2335,107,Normal,0.43,143,0,0,0.9,234.2,49.99,0,0,0,0,0,0,1426.508,42.924,383.454,572.32
2020-10-30 12:48:27,28.9,284.5,0.1,0.3,0,1430.8,2335,67,Normal,0.44,101,0,0,0.8,232.4,49.99,0,0,0,0,0,0,1426.508,42.924,383.454,572.32
2020-10-30 12:53:27,28.9,280.8,0,0.3,0,1430.8,2335,70,Normal,0.45,105,0,0,0.8,232,50,0,0,0,0,0,0,1426.508,42.924,383.454,572.32
2020-10-30 12:58:28,28.9,280.3,0,0.3,0,1430.8,2335,52,Normal,0.45,86,0,0,0.8,234.2,49.98,0,0,0,0,0,0,1426.508,42.924,383.454,572.32
2020-10-30 13:3:29,29,286.3,0.1,0.4,0,1430.8,2335,91,Normal,0.46,126,0,0,0.8,233.1,49.99,0,0,0,0,0,0,1426.508,42.924,383.454,572.32
2020-10-30 13:8:29,29,287,0.1,0.6,0,1430.8,2335,136,Normal,0.47,173,0,0,1,231.3,50.01,0,0,0,0,0,0,1426.508,42.924,383.454,572.32
2020-10-30 13:13:30,29.1,286,0.1,0.6,0,1430.8,2335,138,Normal,0.48,175,0,0,1,104.7,49.98,0,0,0,0,0,0,1426.508,42.924,383.454,572.32
2020-10-30 13:18:30,29.1,284.8,0.1,0.5,0,1430.9,2335,122,Normal,0.49,158,0,0,0.9,233.5,49.99,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 13:23:31,29.1,285.5,0.1,0.4,0,1430.9,2335,89,Normal,0.5,125,0,0,0.8,231.7,50,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 13:28:32,29.1,279.6,0.1,0.3,0,1430.9,2336,60,Normal,0.5,93,0,0,0.8,232,49.97,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 13:33:32,29.1,283.6,0.1,0.2,0,1430.9,2336,50,Normal,0.51,83,0,0,0.7,231.7,50,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 13:38:33,29.1,281.2,0.1,0.2,0,1430.9,2336,45,Normal,0.51,77,0,0,0.7,230.6,50,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 13:43:33,29.1,284.8,0.1,0.2,0,1430.9,2336,52,Normal,0.52,85,0,0,0.8,235.1,49.99,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 13:48:34,29.1,286.4,0,0.2,0,1430.9,2336,52,Normal,0.52,84,0,0,0.8,232,50.02,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 13:53:34,29.2,266,0,0.2,0,1430.9,2336,39,Normal,0.52,69,0,0,0.7,231.5,50,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 13:58:34,29.1,278.6,0.1,0.2,0,1430.9,2336,41,Normal,0.53,72,0,0,0.7,234.2,50,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 14:3:35,29.2,284,0.1,0.3,0,1430.9,2336,72,Normal,0.53,105,0,0,0.8,235.1,50.02,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 14:8:35,29.2,279.5,0,0.2,0,1430.9,2336,39,Normal,0.54,69,0,0,0.7,232,49.98,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 14:13:36,29.2,284,0,0.1,0,1430.9,2336,22,Normal,0.54,49,0,0,0.7,235.1,49.99,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 14:18:37,29.2,286.8,0.1,0.1,0,1430.9,2336,18,Normal,0.54,43,0,0,0.7,232.8,49.98,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 14:23:37,29.2,269.9,0,0.1,0,1430.9,2336,17,Normal,0.54,42,0,0,0.7,232,49.97,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 14:28:37,29.2,271.3,0,0.1,0,1430.9,2337,17,Normal,0.54,44,0,0,0.7,230.8,50,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 14:33:38,29.2,284.3,0.1,0.1,0,1430.9,2337,11,Normal,0.54,36,0,0,0.7,232.8,49.97,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 14:38:38,29.2,252.6,0.1,0.1,0,1430.9,2337,6,Normal,0.55,31,0,0,0.7,233.1,50.01,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 14:43:39,29.2,247,0.1,0.1,0,1430.9,2337,3,Normal,0.55,29,0,0,0.7,232,50.02,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 14:48:39,29.2,245.7,0.1,0.1,0,1430.9,2337,0,Normal,0.55,25,0,0,0.7,235.7,50,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 14:53:39,29.2,246.7,0.1,0,0,1430.9,2337,0,Normal,0.55,20,0,0,0.6,233.3,50,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 14:58:40,29.2,248.3,0,0,0,1430.9,2337,0,Normal,0.55,18,0,0,0.7,232,49.97,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 15:3:40,29.2,243.9,0,0,0,1430.9,2337,0,Normal,0.55,13,0,0,0.7,232.2,49.99,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 15:8:41,29.2,200.2,0,0,0,1430.9,2337,0,Normal,0.55,6,0,0,0.7,232.2,49.99,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 15:13:41,29.2,174.2,0,0,0,1430.9,2337,0,Normal,0.55,3,0,0,0.7,231.5,50,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 15:18:42,29.2,280.1,0.1,0,0,1430.9,2337,0,Normal,0.55,0,0,0,0.7,230.2,49.97,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 15:23:42,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 15:28:42,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 15:33:42,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 15:38:43,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 15:43:43,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 15:48:44,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 15:53:44,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 15:58:45,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 16:3:45,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 16:8:45,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 16:13:46,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 16:18:46,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 16:23:47,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 16:28:48,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 16:33:48,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 16:38:49,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 16:43:49,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 16:48:50,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 16:53:50,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 16:58:51,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 17:3:51,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 17:8:51,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 17:13:52,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 17:18:52,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 17:23:52,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 17:28:53,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 17:33:53,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 17:38:54,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 17:43:55,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 17:48:55,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 17:53:56,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 17:58:56,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 18:3:57,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 18:8:58,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 18:13:58,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 18:18:58,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 18:23:58,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 18:28:59,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 18:33:59,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 18:39:0,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 18:44:0,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 18:49:0,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 18:54:0,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 18:59:1,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 19:4:1,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 19:9:1,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 19:14:2,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 19:19:2,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 19:24:2,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 19:29:3,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 19:34:3,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 19:39:4,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 19:44:5,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 19:49:5,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 19:54:5,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 19:59:6,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 20:4:7,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 20:9:7,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 20:14:7,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 20:19:8,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 20:24:8,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 20:29:9,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 20:34:9,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 20:39:10,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 20:44:11,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 20:49:11,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 20:54:12,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 20:59:12,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 21:4:13,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 21:9:13,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 21:14:13,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 21:19:14,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 21:24:15,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 21:29:15,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 21:34:15,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 21:39:16,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 21:44:16,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 21:49:17,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 21:54:17,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 21:59:18,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 22:4:18,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 22:9:18,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 22:14:18,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 22:19:19,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 22:24:19,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 22:29:20,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 22:34:20,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
2020-10-30 22:39:21,0,0,0,0,0,1430.9,2337,0,PV power off,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1426.607,42.927,383.481,572.36
